千秋广场曲园南路	1 1 1 1 0 0 0 0
杭州西湖风景名胜区八卦田遗址公园	0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
天龙池滑雪场	1 1 1 1 1 1
杭州野生动物世界-浣熊	0 0 0 0 0 0 0 0 0 1 1
青菁顶自然风景区	1 1 1 1 1 1 1 1
锦州白沙湾度假村	0 0 1 1 1 0 0 0
五大连池风景区蒙古栎	0 0 0 0 0 0 0 1 1 1
荷兰花海亲水平台	0 0 0 0 1 1 1 1
双廊古镇本主庙	1 1 0 1 1 1 1
天台山森林公园	1 1 1 1 1 1 1
华清宫-金蟾戏水	0 0 0 0 1 1 1 1
宏村龙池湾	0 0 1 1 1
金石滩蓝莓谷庄园	0 0 0 1 1 1 1 1
中条山神潭大峡谷	0 0 0 1 1 1 1 1
护国寺大院店	1 1 1 0 0 0
太姥山国家地质公园-玉猴照镜	0 0 0 0 0 0 0 0 0 0 1 1 1 1
金昌市人民文化广场	0 0 0 1 1 1 1 1 1
会泽铜钱公园	1 1 0 0 1 1
西湖苏东坡纪念馆	0 0 1 1 1 1 1 1
五泉山浚源寺	0 0 0 1 1 1
长春龙湾生态旅游区	1 1 1 1 0 0 0 0 0
台儿庄古城-九龙壁	0 0 0 0 0 0 1 1 1
广垦国家热带农业公园	1 1 0 0 1 1 1 1 1 1
柳州江滨公园	0 0 1 1 1 1
巴山大峡谷	1 1 1 1 1
华山风景名胜区迎客松	0 0 0 0 0 0 0 1 1 1
梅峰光孝寺	1 1 0 0 1
龙卷风未来水世界	1 1 1 1 1 1 1 1
广州增城大丰门景区	0 0 0 0 1 1 1 1 1
ANS蹦床主题公园Star蹦床公园店	1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
蔺相如回车巷	0 0 0 1 1 1
长垣县基督教会	1 1 0 1 1 1 1
通惠河玉河遗址	0 0 0 1 1 1 1
基督教上翔堂	0 0 0 1 1 1
中国禹州钧官窑址博物馆	0 0 1 1 1 1 1 1 1 1 1
华北军区烈士陵园游客服务中心	1 1 1 1 1 1 1 1 0 0 0 0 0 0
桂子山石柱林	1 1 1 1 1 1
大连棒棰岛景区	0 0 1 1 1 0 0
北京惠友乐居连锁公寓巩华城	0 0 0 0 0 0 0 0 0 0 1 1 1
大唐芙蓉园-御苑门	0 0 0 0 0 0 1 1 1
百岁山公园	1 1 1 0 0
大连劳模公园	0 0 1 1 1 1
新丰江笔架山公园	0 0 0 1 1 1 1 1
鞍山书院景区	1 1 1 1 1 1
望天鹅风景区	1 1 1 1 1 1
威海影视城	1 1 1 1 1
龙羊峡生态旅游度假景区	1 1 1 0 0 0 0 0 0 0 0
普洱小黑江森林公园	0 0 1 1 1 1 1 1 1
开滦国家矿山公园	1 1 1 1 1 1 1 1
北正街基督教堂	1 1 1 1 1 1 1
镇北堡西部影城-观景台	0 0 0 0 0 0 0 0 1 1 1
盐城市博物馆	1 1 0 1 1 1
红光公园泰山路	1 1 1 1 0 0 0
中山百姓园温泉度假村	1 1 1 1 1 1 1 0 0 0
武陵峡口生态旅游度假区	1 1 1 1 1 1 1 1 1 1 1
桥湾古城	1 1 1 1
化石谷	1 1 1
恩平锦江温泉度假村	0 0 1 1 1 1 0 0 0
河北省科学技术馆旧馆	1 1 1 1 1 1 1 1 0 0
千岛湖飞骑俱乐部	1 1 1 1 1 1 1 1
古北水镇-长城音乐水舞秀	0 0 0 0 0 1 1 1 1 1 1 1
武当山风景区-一柱擎天	0 0 0 0 0 0 0 1 1 1 1
梅城森林公园	0 0 1 1 1 1
涠洲岛五彩滩	0 0 0 1 1 1
石竹山省级风景名胜区	1 1 1 0 0 0 1 0 0 1
留民营生态农场	1 1 1 1 1 1 1
桂林尧山景区	0 0 1 1 1 1
明圣宫	1 1 1
玫瑰海岸文化旅游度假区	1 1 1 1 0 0 0 0 0 0 0
金海岸旅游景点金海岸旅游区	1 1 1 1 1 1 1 0 0 0 0 0 0
演教禅寺	1 1 0 1
郑和公园南京郑和纪念馆	1 1 0 0 0 0 0 0 1 1 1
太姥山国家地质公园-仙杖峰河马啸天	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
塔山云岫寺	0 0 1 1 1
董子公园	1 1 1 1
托素湖高原生态旅游景区	1 1 1 0 0 0 0 0 0 0 0
小汤山文化广场	1 1 1 0 0 0 0
西塘古镇景区计家弄	0 0 0 0 0 0 1 1 1
观音禅院	1 1 1 1
房山区燕山公园	0 0 0 1 1 1 1
山水温泉洗浴	1 1 1 1 0 0
751新文化艺术中心	0 0 0 1 1 1 1 1 1 1
库伦三大寺兴源寺	0 0 0 0 0 1 1 1
汝阳恐龙谷漂流	0 0 1 1 1 1 1
北山公园北环路	1 1 1 1 0 0 0
华清宫-弘文楼	0 0 0 0 1 1 1
天津市天津站后广场	0 0 0 0 0 1 1 1 1
海兰云天温泉度假区	1 1 1 1 1 1 1 1 1
天坛温泉康乐城	1 1 1 1 0 0 0
塔虎城	1 1 1
赶海一号渔业休闲旅游区	1 1 1 1 1 1 1 1 1 1 1
金沙水旅游度假区	1 1 1 1 1 1 1 1
德国水兵俱乐部旧址	0 0 1 1 1 1 1 1 1
鄨水·云门囤	0 0 0 1 1 1
宁波慈湖公园	0 0 1 1 1 1
昆明柏联SPA温泉	0 0 1 1 0 0 0 1 1
南京奥体滨江公园	0 0 0 0 1 1 1 1
石林风景区	1 1 0 1 1
大洋国际生态旅游度假区	1 1 0 0 0 0 1 1 1 1 1
鲁迅故里-越俗厅	0 0 0 0 0 1 1 1
龙井八景	1 1 1 1
铁岭市博物馆	1 1 0 1 1 1
宁德南山漈风景区	0 0 1 0 1 0 0 0
上海动物园繁殖场息焉堂	0 0 0 0 0 0 0 0 1 1 1
陈抟庙景区	1 1 1 0 0
贮水山儿童公园	1 1 1 0 0 0 0
北汤温泉	1 1 1 1
南山旅游景区-东汉宫	0 0 0 0 0 0 0 1 1 1
灯都生态湿地公园北湖	0 0 0 0 0 0 0 0 1 1
西梁所遗址	1 1 1 1 1
仙岛湖生态旅游风景区	1 1 1 0 0 0 0 0 1 1
汕尾湾遮浪半岛	0 0 0 1 1 1 1
武陵源风景名胜区天门初开	0 0 0 0 0 0 0 0 1 1 1 1
东钱湖福泉山景区	1 1 1 1 1 1 0 0
城村汉城遗址	0 0 1 1 1 1
嘉兴云台禅寺	0 0 1 1 1 1
南山公园九莲南路	1 1 1 1 0 0 0 0
亚滦湾农业公园	1 1 1 0 0 0 0
沙坡头旅游区王维观景台	0 0 0 0 0 0 1 1 1 1 1
地铁站洪山广场	0 0 0 1 1 1 1
天主教圣神修院	0 0 0 1 1 1 1
云浮市国恩寺	0 0 0 1 1 1
鲁迅故里-聚贤里(暂停营业)	0 0 0 0 0 1 1 1 0 0 0 0 0 0
乌镇东栅景区高竿船	0 0 0 0 0 0 1 1 1
观音古寺	1 1 1 1
华清宫-达摩洞	0 0 0 0 1 1 1
佛罗伦萨小镇京津名品奥特莱斯	1 1 1 1 1 1 0 0 0 0 0 0 0 0
无锡锡惠公园	0 1 0 1 1 1
优圣美地漂流	1 1 1 1 1 1
司空山风景区	1 1 1 0 0 0
天宫寺塔公园	1 1 1 1 1 1
广州诚联公园	0 0 1 1 1 1
蓬壶百丈岩风景区百丈岩	1 1 1 1 1 0 0 0 0 0 0
青州古城-李成纪念馆	0 0 0 0 0 1 1 1 1 1
野果林风景旅游区	1 1 1 1 1 1 1 1
仙湖文物风景区	1 1 0 0 0 1 1
鹤鸣公园鹤鸣西路	1 1 1 1 0 0 0 0
厦门市鼓浪屿风景名胜区伽蓝殿	0 0 0 0 0 0 0 0 0 0 0 1 1 1
茂名御水古温泉度假区	0 0 1 1 1 1 1 0 0 0
衢州府山公园	0 0 1 1 1 1
崆峒山国家地质公园-崆峒山宝塔	1 1 1 0 0 0 0 0 0 0 0 0 0 1 1
北湖公园中共花山区沙塘路街道工作委员会西	1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
药王庙	1 1 1
圭峰山风景名胜区	1 1 1 0 1 0 0 1
贵港市文化广场	0 0 0 1 1 1 1
三和宛园	0 0 1 1
八大处公园北京灵光寺	0 0 0 0 0 0 0 1 1 1
桂林富里桥	0 0 1 1 1
中国黄帝城文化旅游区	0 0 1 1 1 1 1 1 1 1
腾冲洞山温泉村	0 0 1 1 1 1 1
千里相会	1 1 1 1
青岛国学公园	0 0 1 1 1 1
八寨沟旅游景区	1 1 1 0 0 1 1
武陵源风景名胜区茅口组	0 0 0 0 0 0 0 0 1 1 1
李叔同书法碑林	1 1 1 1 1 1 1
生态体验游步道	1 1 0 0 1 1 1
红梅公园文笔塔	0 0 0 0 1 1 1
杭州西湖风景名胜区学士公园亭	0 0 0 0 0 0 0 0 0 1 1 1 1 0
康百万庄园亭廊	0 0 0 0 0 1 1
台儿庄古城-武圣庙	0 0 0 0 0 0 1 1 1
金丝峡景区-太子亭	0 0 0 0 0 0 1 1 1
湖州铁佛寺	0 0 1 1 1
绛州大堂绛守居园池	1 0 0 0 0 1 1 1 1
云丘山景区神泉瀑布	0 0 0 0 0 1 1 1 1
徽园大关帝庙	0 0 1 1 1 1
北京万丰公园	0 0 1 1 1 1
黄鹤楼公园-紫竹苑	0 0 0 0 0 0 1 1 1
五大连池风景区木排状熔岩	0 0 0 0 0 0 0 1 1 1 1 1
薛福成故居-惠然堂	0 0 0 0 0 0 1 1 1
八大处富斯特滑道	0 0 0 0 0 0 1 1
怒江碧罗雪山	0 0 1 1 1 1
湘府文化园	1 1 1 1 1
石佛寺山前路	1 1 1 0 0 0
吴山景区-吴山大碗茶	1 1 0 0 0 0 0 1 1 1
八里沟园区思乡亭	0 0 0 0 0 1 1 1
鞍山张学良出生地纪念馆	0 0 1 1 1 1 1 1 1 1 1
南京夫子庙泮池游船码头	0 0 0 0 0 1 1 1 1 1 1
清真寺中兴路	1 1 1 0 0 0
康百万庄园栈房区	0 0 0 0 0 1 1 1
西陵峡风景名胜区三游洞	0 0 0 0 0 0 0 0 1 1 1
天宁禅寺西湖大道	1 1 1 1 0 0 0 0
鲁迅故里-婚俗厅	0 0 0 0 0 1 1 1
武华山风景区	1 1 1 0 0 0
佛冈观音山王山寺	1 1 1 1 1 1 1 1
华山风景名胜区-乳姑不怠	0 0 0 0 0 0 0 0 1 1 1 1
尧山风景区-九曲瀑布	0 0 0 0 0 0 1 1 1 1
万象山公园	1 1 1 1 1
重庆青龙湖风景名胜区	0 0 1 1 1 0 0 0 0 0
八达岭长城北一楼	0 0 0 0 0 1 1 1
晶宝温泉农庄植物园	1 1 1 1 1 1 0 0 0
武夷山九曲溪景区	1 1 1 1 1 1 0 0
德国领事馆旧址南园孔子纪念馆	0 0 0 0 0 0 0 1 1 1 1 1 1 1
青岛崂山国家级风景名胜区华严寺	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
红石峡景区-独占鳌头	0 0 0 0 0 0 1 1 1 1
大唐小镇(大唐丝绸之路风情小镇)	1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0
平遥古城-清虚观	0 0 0 0 0 1 1 1
来福士恋着梦幻星空艺术馆	0 0 0 1 1 1 1 1 1 1 1 1
下渚湖国家湿地公园	1 1 1 0 0 0 0 0 0
大青山抗日游击根据地展馆	1 1 1 1 1 0 0 1 1 1 1 1
楚雄万家坝古墓群	0 0 1 1 1 1 1 1
龙美术馆（重庆馆）	1 1 1 1 0 0 0 0 0
武汉动物园金丝猴馆	0 0 0 0 0 1 1 1 1
天主教保定教区裕华路圣保禄与圣伯多禄主教座堂天主堂	1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
ESPA水疗中心金茂三亚亚龙湾丽思卡尔顿酒店	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
青菁顶自然风景区	1 1 1 0 0 1 1 1
七宝老街汤团店七宝老街三店	1 1 1 1 0 0 0 0 0 0 0 0 0
明山公园停车场	1 1 1 1 0 0 0
民族风情园	1 1 1 1 1
夹溪河漂流	1 1 1 1 1
阿尔山市大兴安岭奥伦布坎景区	1 1 1 0 0 0 0 0 1 1 1 1 1 1
南京夫子庙东南第一学	0 0 0 0 0 1 1 1 1 1
南澳岛生态旅游区雄镇关	0 0 0 0 0 0 0 0 1 1 1
青格达湖旅游风景区	1 1 1 1 0 0 0 0 0
白芨滩国家沙漠公园	1 1 1 1 1 1 1 1 1
金丝峡景区-原始森林	0 0 0 0 0 0 1 1 1 1
苏通生态观光园	1 1 1 1 0 0 1
乐山大佛乐山汉崖墓博物馆	1 1 0 0 0 0 1 1 1 1 1 1
绿野山居景区	1 1 1 1 0 0
平顶山山顶公园	0 0 1 0 1 1 1
三皇寨石英岩	0 0 0 1 1 1
华清宫-仙祖殿	0 0 0 0 1 1 1
洛阳鸡冠洞风景名胜区	0 0 1 1 1 0 1 0 0 1
南京夫子庙明德堂	0 0 0 0 0 1 1 1
翠屏公园云顶巷	1 1 1 1 0 0 0
新店子风景区	1 1 1 0 1 1
承德避暑山庄濠濮间想	0 0 0 0 0 0 1 1 1 1
二组白石羌寨	0 0 1 1 1 1
大梨树	1 1 1
龙潭国家森林公园	1 1 0 0 1 1 1 1
紫竹禅寺	1 1 0 1
中国科学院武汉植物园	1 1 1 1 1 1 1 1 1 1
天主教北京总教区西直门天主堂西堂	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0
津河公园	1 1 0 0
玫瑰谷漂流	1 1 1 1 1
景宁县草鱼塘森林公园	0 0 0 1 1 1 0 0 0 0
滨江区白马湖动漫广场	0 0 0 0 0 0 1 1 1 1
重庆滨江公园	0 0 1 1 1 1
重庆市龙骨坡古猿人遗址	0 0 0 1 1 1 1 1 1 1 1
杭州西湖风景名胜区-杭州解放纪念碑	1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
黄河坝上母亲河公园	0 0 0 0 1 1 1 1 1
八达岭长城南五楼	0 0 0 0 0 1 1 1
克拉湾水上乐园	1 1 1 1 1 1 1
马鞍山国家森林公园赤峰马鞍山森林公园	1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
青岩古镇青岩基督教	1 1 0 0 0 0 1 1 1
石家庄东环公园	0 0 0 1 1 1 1
成都三国八阵图遗址	0 0 1 1 1 1 1 1 1
杭州紫荆公园	0 0 1 1 1 1
陕西歌舞大剧院	0 0 1 1 1 1 1
杭州西湖风景名胜区-贵人阁	0 0 0 0 0 0 0 0 0 0 1 1 1
乾隆湖旅游风景区	1 1 1 0 0 0 0 0
洛南玫瑰小镇	0 0 1 1 1 1
平阴玫瑰芳蕾飞行乐园	0 0 0 0 1 1 1 1 1 1
东郊森林公园金枝玉叶	0 0 0 0 0 0 1 1 1 1
古万安寺	0 1 1 1
中山公园中山纪念堂中山路	1 1 0 0 0 0 1 1 1 0 0 0
孝子祠公园	1 1 1 0 0
双塔公园五桂塔	0 0 0 0 1 1 1
南下汉武侯庙	0 0 1 1 1 1
沂山风景区	1 1 0 1 1
华山风景名胜区-平安钟	0 0 0 0 0 0 0 0 1 1 1
长隆飞鸟乐园钓鳄岛	0 0 0 0 0 0 1 1 1
火神庙儿童城	1 1 1 0 0 0
杭州西湖风景名胜区-和尚洞	0 0 0 0 0 0 0 0 0 0 1 1 1
沈氏园-沈园之夜	1 0 1 0 0 0 1 1
古北水镇-震远镖局	0 0 0 0 0 1 1 1 1
北海海景广场	1 1 1 1 1 1
仙女湖圣集寺	1 1 1 1 1 1
天门山-东线玻璃栈道	0 0 0 0 1 1 1 1 1 1
绍兴中和公园	0 0 1 1 1 1
晋城金峰寺	0 0 1 1 1
苏州文庙及石刻	1 1 1 1 0 0 0
启封故园	1 1 1 1
江阴文庙	0 0 1 1
五龙潭公园-武中奇故居	0 0 0 0 0 0 1 1 1 1 1
都江堰景区城隍庙	0 0 0 0 0 1 1 1
历史文化长廊	1 1 1 1 1 1
沱湖湿地风景区	1 1 0 0 0 0 0
华清宫-虎斑石	0 0 0 0 1 1 1
秦淮民居群秦大士故居	1 0 0 0 0 0 1 1 1 1
黄岩区孔园	0 0 0 1 1
九龙公园龙门大道	1 1 1 1 0 0 0 0
邹平鹤伴山国家森林公园长生殿	0 0 0 0 0 0 0 0 0 0 0 1 1 1
乐山郭沫若故居	0 0 1 1 1 1 1
东钱湖	0 1 1
府城三角公园	0 0 1 1 1 1
茂名江滨公园	0 0 1 1 1 1
天津智利风情园	0 0 1 1 1 1 1
泰山风景名胜区步天桥	0 0 0 0 0 0 0 1 1 1
黔东南大阁公园	0 0 0 1 1 1 1
张关水溶洞旅游风景区	1 1 1 1 1 0 0 0 0 0
武陵源风景名胜区留宾岩	0 0 0 0 0 0 0 0 1 1 1
东郊森林湿地公园	1 1 0 0 1 1 1 1
瘦西湖-白塔	0 0 0 0 1 1
杭州道源禅院	0 0 1 1 1 1
兴安盟成吉思汗庙景区(暂停营业)	0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0
华山风景名胜区-擦耳崖	0 0 0 0 0 0 0 0 1 1 1
朝阳公园万人广场	0 0 0 0 1 1 1 1
翁同龢纪念馆	1 1 1 1 1 1
阳明山国家森林公园	1 1 1 0 0 1 1 1 1
瀛湖风景区	1 1 0 1 1
老界岭旅游度假风景区-玻璃天桥	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
万岁山大宋武侠城-大宋武馆	0 0 0 1 1 1 0 0 0 0 0 0 1
北京龙旺庄村公园	0 0 1 1 1 1 1 1
五一山森林生态旅游区	1 1 1 1 1 1 1 1 1 1
明珠广场陵园路	1 1 1 1 0 0 0
蒙古源流旅游区	1 1 1 1 0 0 0
南宫秘林谷	1 1 0 0 0
中华贤母园陶渊明纪念馆	0 0 0 0 0 1 1 1 1 1 1
杭州东方水世界	0 0 1 1 1 1 1
普宁寺普佑寺西顺山房	1 0 0 0 1 1 1 1 1 1
灵武市高庙	1 1 0 1 1
皇城相府春秋阁	0 0 0 0 1 1 1
长寿湖太极岛	0 0 0 1 1 1
长沙天主堂	0 0 1 1 1
翠枫山自然风景区(暂停营业)	1 1 1 0 0 0 1 1 0 0 0 0 0 0
清明上河园-宣和殿	0 0 0 0 0 0 1 1 1
北京景陵	0 0 1 1
布达拉宫广场	1 1 1 0 1 1
万岁山大宋武侠城-十字坡	0 0 0 0 0 0 0 0 0 1 1 1
江苏无锡南禅寺	0 0 0 0 1 1 1
中山公园汕头动物园	0 0 0 0 1 1 1 1 1
成吉思汗陵旅游区	1 0 0 0 1 1 1 1
日照海滨国家森林公园	0 0 1 1 1 1 1 1 1 1
福州市马厂街基督教堂	0 0 0 1 1 1 1 1 1 1
伏牛山主峰鸡角尖	0 0 0 0 0 1 1 1
陈公馆防城港东兴陈公馆景区	1 1 1 0 0 0 0 0 0 0 0 0 0
天桥沟国家森林公园	1 1 1 0 0 1 1 1 1
北京东直门外清真寺	0 0 1 1 1 1 1 1 1
武陵源风景名胜区三门岩	0 0 0 0 0 0 0 0 1 1 1
太白山御龙湾温泉	1 1 1 1 1 1 1 1
三亚海月广场	0 0 1 1 1 1
文化公园二仙庵山门	0 0 0 0 1 1 1 0 0
南北湖	1 1 1
凤凰县烟雨凤凰楼	0 0 0 1 1 1 1 0
宏强水木清华	0 0 1 1 1 1
迎宾公园东滨河路	1 1 1 1 0 0 0 0
北外滩滨江绿地东大名路	1 1 1 1 1 1 1 0 0 0 0
金锁关遗址	1 1 1 0 0
澄迈马白山将军纪念园	0 0 1 1 1 0 0 1 1 1
喃呢热带温泉	1 1 1 1 1 1
金丝大峡谷-石生树	0 0 0 0 0 0 1 1 1
宁波寻芳园	0 0 1 1 1
江心公园	1 1 1 1
龙宫洞旅游风景区	1 1 1 0 0 0 0 0
朝阳公园凉亭	0 0 0 0 1 1
生生水族馆大润发店	1 1 1 1 1 0 0 0 0
杭州植物园-百草园	0 0 0 0 0 0 1 1 1
长乐学宫东征军一团驻地旧址	1 1 1 1 0 0 0 0 0 0 0 0 0
万罗山风景区	1 1 1 0 0 0
杭州西湖风景名胜区-佳凝	0 0 0 0 0 0 0 0 0 0 1 1
古镇人民广场	0 0 1 1 1 1
未央湖缤纷环球圣诞村	1 1 1 1 1 1 1 1 1 1
溯源秦皇陵	1 1 1 1 1
鸳鸯湖湖滨南路	1 1 1 0 0 0 0
月湖公园月岛	1 0 0 0 0 1
麦积山风景名胜区-麦积山石窟	1 1 1 0 0 0 0 0 0 0 0 0 1 1
西双版纳民族博物馆	0 0 0 0 1 1 1 1 1
杭州西湖风景名胜区-九泓亭	0 0 0 0 0 0 0 0 0 0 1 1 1
薛福成故居-薛南溟寝室	1 0 0 0 0 0 0 1 1 1 1
荆涂山风景区圣泉	0 0 0 0 0 0 1 1
德济门遗址	1 1 1 0 0
象山森林公园	1 1 0 0 0 0
武帝庙	1 1 1
报本禅寺	1 1 0 1
逢简水乡	1 1 1 1
金丝峡景区-中国秦岭蕙兰保护基地	0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
杭州西湖风景名胜区-清照亭	0 0 0 0 0 0 0 0 0 0 1 1 1
普照寺	1 1 1
唐山查奥德科普教育基地	1 1 1 1 1 1 1 1 1 1 1
孝感市双峰山旅游度假区	0 0 0 1 1 1 0 0 1 1 1
中国柑橘博览园	0 0 1 1 1 1 1
荆州蛇入山公园	0 0 1 1 1 1 1
营口楞严禅寺	0 0 1 1 1 1
周村古商城-文昌阁	0 0 0 0 0 0 1 1 1
重庆动物园-鸟语林	0 0 0 0 0 0 1 1 1
中央美术学院陶溪川美术馆	0 0 0 0 0 0 1 1 1 1 1 1
助野日盛袜文化博物馆	0 0 1 1 1 1 1 1 1 1
白马涧生态园寿星亭	0 0 0 0 0 0 1 1 1
上海世纪公园	0 0 1 1 1 1
金秀银杉森林公园	1 1 1 1 1 1 1 1
华清宫-虎啸桥	0 0 0 0 1 1 1
大中楼	1 1 1
大阪乐高积木主题乐园	1 1 1 1 0 0 0 0 1 1
龟峰景仙人桥	0 0 0 1 1 1
九鼎石材汤河公园	0 0 0 0 1 1 1 1
大王山公园	1 1 1 0 0
朝阳公园樱花谷	0 0 0 0 1 1 1
六胜塔主题公园	1 1 1 0 0 0 0
都匀茶文化博览园	1 1 1 0 0 1 0 1
南大港湿地和鸟类自然保护区	1 1 1 1 1 0 0 0 1 1 1 1 1
箐口梯田景区老鹰嘴梯田	0 0 0 0 0 0 1 1 1 1 1
华山风景名胜区避诏崖	0 0 0 0 0 0 0 1 1 1
越王勾践雕像	1 1 1 1 0 0
重庆动物园-赤狐	0 0 0 0 0 0 1 1
方塔园上海松江明刻照壁	0 0 0 0 0 1 1 1 1 1 1
北京动物园狮虎山	0 0 0 0 0 1 1 1
生态植物园北河路	1 1 1 1 1 0 0 0
娄门桥堍伽蓝寺	0 0 0 0 1 1 1
天主教郑州露德圣母堂	1 1 0 0 0 0 0 0 0 1
伏牛山滑雪度假乐园	1 1 1 1 1 1 1 1 1
龙脊梯田风景名胜区平安壮族梯田	0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
天津洞庭公园	0 0 1 1 1 1
金兰花谷景区	1 1 1 1 1 1
野三坡漂来滩欢乐谷	1 1 1 1 1 1 1 1 1
三义桥公园	1 1 0 1 1
朝阳公园莫扎特雕像	0 0 0 0 1 1 1 1 1
亚斯水上乐园	1 1 1 1 1 1
西柏坡纪念馆毛泽东生活馆	0 0 0 0 0 0 1 1 1 1 1 1
宝石广场和平路	1 1 1 1 0 0 0
春秋古镇宝华圣殿	0 0 0 0 1 1 1 1
中华山森林公园	1 1 1 0 0 0 0
白玉山风景名胜区白玉山景区	1 1 1 0 1 0 0 1 0 0 0 0 0
礐石风景名胜区礐石塔山景区	0 0 0 0 0 0 0 0 0 1 1 1 1
浙江工商大学春华路浙商博物馆	1 0 0 1 0 0 0 0 0 0 0 1 1 1
明月峡漂流	1 1 1 1 1
青岩古镇-贵州会馆	0 0 0 0 0 1 1 1 1
太姥山国家地质公园-陀九岭	0 0 0 0 0 0 0 0 0 0 1 1 1
孔雀沟-仙人桥	0 0 0 0 1 1 1
开封汴梁小宋城千回大宋	0 0 0 0 0 0 0 1 1 1 1
都江堰景区西关	0 0 0 0 0 1 1
上海人民英雄纪念塔	0 0 1 1 1 1 1 1 1
太湖迷笛营小镇广场店	1 1 1 1 1 0 0 0 0 0
新叶古村-文昌阁	0 0 0 0 0 1 1 1
湖滨公园公园路	1 1 1 1 0 0 0
急救科技馆	1 1 1 1 1
原国民政府外交部旧址	0 1 1 1 1 1 1 1 1 1
中国丹霞山世界地质公园狮岩古庙	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
山海关景区老龙头景区	0 0 0 0 0 1 1 1 1 1
孙子文化广场	0 0 1 1 1 1
武当山风景区-武当之巅	1 1 0 0 0 0 0 0 0 1 1
王铎故居王铎书法馆	1 1 1 1 0 0 0 0 0
大连莲花山寺	0 0 1 1 1 1
黄果树风景名胜区桥上桥上桥	0 0 0 0 0 0 0 0 1 1 1 1 1
华清宫-观风楼	0 0 0 0 1 1 1
金日成同志读书纪念室	1 1 1 0 0 1 1 1 1 1
廖家沟中央生态公园	1 1 1 1 1 1 1 1 1
博雅苑文化艺术陈列馆	1 1 1 0 0 0 0 0 0 0
靖州文峰塔	0 0 1 1 1
新余今日百花欢乐大世界	1 1 1 1 1 1 1 1 1 1 1
武汉翁守谦故居	0 0 1 1 1 1 1
康百万庄园双碑楼	0 0 0 0 0 1 1 1
杭州西湖风景名胜区-钱镠雕像	0 0 0 0 0 0 0 0 0 0 1 1 0 0
中华后羿坛	0 0 0 1 1
宗泽墓	1 1 1
广州东站广场	0 0 1 1 1 1
天下第一水司楼	0 0 0 0 1 1 1
华清宫-蒋介石行辕秘书室	0 0 0 0 1 1 1 1 1 1 1 1
龙里水乡旅游生态城	1 1 1 1 0 0 0 0 0
逛荡河绿带公园	1 1 1 0 0 1 1
吉长道尹公署旧址	1 1 1 1 1 0 1 1
东郊森林公园国色天香	0 0 0 0 0 0 1 1 1 1
古庆春门	0 1 1 1
广东韶关芙蓉山国家矿山公园	0 0 0 0 0 0 0 0 0 1 1 1 1
天河亲子动物园	1 1 0 0 1 1 1
垫江乐天花谷	0 0 1 1 1 1
桂平西山国家重点风景名胜区	0 0 1 1 0 0 0 0 0 0 0 0 0
乌龙潭公园放生庵	0 0 0 0 0 1 1 1
瑶琳仙境-瑶琳玉峰	1 1 0 0 0 0 0 1 1
金科廊桥河谷公园	1 1 1 1 1 1 1 1
凤凰文化广场	0 0 1 1 1 1
观澜湖樱花展	1 1 1 1 1 1
南浔古镇南浔文园	1 1 0 0 0 0 1 1
密云白龙潭自然风景区白龙潭	1 1 1 1 1 0 0 0 0 0 0 0 0
大孤山旅游风景区	1 1 1 0 0 0 0 0
焦作云台山风景名胜区猕猴谷	0 0 0 0 0 0 0 0 0 0 1 1 1
张掖丹霞国家地质公园冰沟景区	0 0 0 0 0 0 0 0 0 0 1 1 0 0
武汉内沙湖公园	0 0 0 1 1 1 1
大同市博物馆御东新馆	1 1 0 1 1 1 0 0 0 0
杨桥湖风景区	0 0 1 1 1 1
鲤鱼溪公园	1 1 1 0 0
金丝峡景区-金丝峡赋	1 1 1 0 0 0 0 0 0 1
武陵源风景名胜区贺龙公园	0 0 0 0 0 0 0 0 1 1 1 1
东风广场	0 0 1 1
环翠楼公园庙耩路	1 1 1 1 1 0 0 0
英山毕升大峡谷漂流	1 1 1 1 1 1 1 1 1
大鹏守御千户所城	1 1 0 0 0 0 1 1
龙潭公园时传祥塑像	0 0 0 0 1 1 1 1 1
泰山风景名胜区药王殿	0 0 0 0 0 0 0 1 1 1
沂蒙山旅游区云蒙景区悬崖漫步	0 0 0 0 0 0 0 0 0 0 1 1 1 1
西北处祥鹿生态乐园	0 0 0 1 1 0 0 0 1
